obs_id,train_id,age,sex,length,diameter,height,total_weight,shucked_weight,viscera_weight,sheel_weight
id_002516,train,9.5,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135
id_002517,test,NA,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625
id_002518,valid,8.5,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161
id_002519,train,9.5,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211
id_002520,train,8.5,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172
id_002521,train,10.5,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199
id_002522,train,10.5,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235
id_002523,train,12.5,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625
id_002524,test,NA,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485
id_002525,train,12.5,M,0.58,0.46,0.18,1.145,0.48,0.277,0.325
id_002526,train,10.5,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292
id_002527,train,10.5,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
id_002528,valid,11.5,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361
id_002529,train,10.5,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175
id_002530,test,NA,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
id_002531,train,10.5,F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288
id_002532,valid,11.5,M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309
id_002533,train,11.5,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33
id_002534,valid,11.5,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
id_002535,train,13.5,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471
id_002536,valid,12.5,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431
id_002537,train,13.5,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513
id_002538,train,12.5,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065
id_002539,train,16.5,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54
id_002540,train,14.5,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535
id_002541,train,14.5,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474
id_002542,train,10.5,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395
id_002543,train,15.5,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095
id_002544,train,11.5,F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43
id_002545,train,11.5,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
id_002546,test,NA,I,0.205,0.15,0.065,0.04,0.02,0.011,0.013
id_002547,valid,5.5,I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016
id_002548,valid,6.5,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02
id_002549,train,5.5,I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255
id_002550,valid,6.5,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031
id_002551,test,NA,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03
id_002552,train,7.5,I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035
id_002553,train,7.5,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365
id_002554,valid,8.5,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047
id_002555,test,NA,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07
id_002556,train,7.5,I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07
id_002557,train,7.5,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07
id_002558,valid,8.5,I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08
id_002559,valid,7.5,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088
id_002560,valid,8.5,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095
id_002561,valid,8.5,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111
id_002562,test,NA,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305
id_002563,train,7.5,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
id_002564,valid,8.5,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125
id_002565,train,7.5,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118
id_002566,train,9.5,I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325
id_002567,train,8.5,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375
id_002568,train,7.5,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
id_002569,train,8.5,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107
id_002570,test,NA,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111
id_002571,train,8.5,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12
id_002572,train,10.5,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
id_002573,valid,8.5,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136
id_002574,valid,9.5,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12
id_002575,train,9.5,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
id_002576,valid,8.5,M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
id_002577,test,NA,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
id_002578,valid,8.5,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185
id_002579,train,10.5,M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
id_002580,train,8.5,M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
id_002581,test,NA,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195
id_002582,train,7.5,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
id_002583,valid,7.5,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835
id_002584,train,9.5,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
id_002585,train,10.5,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
id_002586,train,9.5,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215
id_002587,train,8.5,F,0.555,0.425,0.14,0.963,0.44,0.224,0.24
id_002588,test,NA,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505
id_002589,train,9.5,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
id_002590,valid,8.5,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259
id_002591,train,9.5,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
id_002592,train,9.5,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
id_002593,train,8.5,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263
id_002594,valid,10.5,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31
id_002595,valid,10.5,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287
id_002596,test,NA,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289
id_002597,train,9.5,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248
id_002598,train,9.5,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29
id_002599,train,10.5,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29
id_002600,valid,9.5,M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264
id_002601,train,11.5,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
id_002602,test,NA,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355
id_002603,train,9.5,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
id_002604,train,10.5,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225
id_002605,test,NA,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345
id_002606,train,10.5,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275
id_002607,test,NA,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385
id_002608,train,10.5,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185
id_002609,test,NA,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
id_002610,train,12.5,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
id_002611,train,10.5,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885
id_002612,train,9.5,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35
id_002613,valid,12.5,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37
id_002614,train,12.5,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37
id_002615,train,10.5,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165
id_002616,train,13.5,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
id_002617,train,10.5,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341
id_002618,train,10.5,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391
id_002619,valid,14.5,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498
id_002620,train,9.5,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
id_002621,train,11.5,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
id_002622,train,13.5,M,0.695,0.525,0.175,1.742,0.696,0.389,0.505
id_002623,train,14.5,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165
id_002624,train,11.5,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
id_002625,train,13.5,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335
id_002626,train,11.5,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584
id_002627,train,5.5,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
id_002628,train,6.5,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315
id_002629,test,NA,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035
id_002630,train,7.5,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048
id_002631,test,NA,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
id_002632,train,7.5,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075
id_002633,valid,9.5,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
id_002634,train,7.5,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103
id_002635,train,8.5,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094
id_002636,train,8.5,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09
id_002637,train,8.5,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103
id_002638,train,8.5,I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113
id_002639,train,8.5,I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125
id_002640,train,7.5,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345
id_002641,valid,8.5,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185
id_002642,train,8.5,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123
id_002643,train,8.5,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455
id_002644,valid,9.5,I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157
id_002645,test,NA,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13
id_002646,train,9.5,M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15
id_002647,valid,8.5,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
id_002648,train,9.5,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605
id_002649,valid,10.5,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145
id_002650,valid,8.5,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178
id_002651,valid,9.5,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167
id_002652,valid,9.5,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725
id_002653,train,10.5,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168
id_002654,valid,10.5,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175
id_002655,train,10.5,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201
id_002656,train,8.5,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
id_002657,train,8.5,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17
id_002658,train,10.5,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18
id_002659,valid,9.5,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755
id_002660,train,9.5,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
id_002661,train,9.5,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105
id_002662,valid,10.5,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213
id_002663,train,10.5,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255
id_002664,train,10.5,M,0.57,0.45,0.135,1.02,0.546,0.204,0.25
id_002665,train,10.5,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285
id_002666,train,9.5,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
id_002667,test,NA,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
id_002668,test,NA,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225
id_002669,test,NA,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
id_002670,train,9.5,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249
id_002671,train,10.5,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26
id_002672,valid,9.5,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
id_002673,train,9.5,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265
id_002674,train,10.5,M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
id_002675,test,NA,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
id_002676,train,11.5,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491
id_002677,train,11.5,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293
id_002678,valid,10.5,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345
id_002679,train,8.5,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505
id_002680,train,10.5,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246
id_002681,train,11.5,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725
id_002682,valid,10.5,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31
id_002683,train,11.5,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305
id_002684,valid,12.5,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
id_002685,train,10.5,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095
id_002686,test,NA,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327
id_002687,test,NA,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37
id_002688,train,11.5,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375
id_002689,train,9.5,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176
id_002690,train,10.5,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
id_002691,train,10.5,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285
id_002692,train,10.5,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317
id_002693,valid,10.5,M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275
id_002694,valid,10.5,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336
id_002695,train,11.5,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344
id_002696,train,10.5,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335
id_002697,train,10.5,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055
id_002698,test,NA,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755
id_002699,train,10.5,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36
id_002700,train,12.5,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351
id_002701,train,14.5,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935
id_002702,test,NA,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
id_002703,valid,12.5,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406
id_002704,test,NA,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
id_002705,train,11.5,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
id_002706,train,14.5,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405
id_002707,test,NA,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405
id_002708,train,10.5,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085
id_002709,train,12.5,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488
id_002710,valid,13.5,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
id_002711,train,12.5,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285
id_002712,train,4.5,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
id_002713,train,5.5,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
id_002714,valid,5.5,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
id_002715,train,6.5,I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031
id_002716,train,7.5,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575
id_002717,valid,7.5,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053
id_002718,train,7.5,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06
id_002719,valid,8.5,I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058
id_002720,train,6.5,I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06
id_002721,test,NA,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058
id_002722,valid,9.5,I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825
id_002723,train,8.5,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066
id_002724,test,NA,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081
id_002725,train,9.5,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068
id_002726,train,9.5,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09
id_002727,train,8.5,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865
id_002728,valid,8.5,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091
id_002729,train,9.5,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
id_002730,test,NA,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
id_002731,test,NA,I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765
id_002732,train,9.5,I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1
id_002733,train,9.5,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101
id_002734,train,8.5,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105
id_002735,valid,9.5,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1
id_002736,valid,9.5,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015
id_002737,train,8.5,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105
id_002738,test,NA,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14
id_002739,train,9.5,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155
id_002740,test,NA,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
id_002741,train,9.5,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315
id_002742,train,9.5,I,0.46,0.35,0.1,0.471,0.252,0.077,0.123
id_002743,train,9.5,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11
id_002744,test,NA,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325
id_002745,train,12.5,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
id_002746,train,9.5,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16
id_002747,valid,9.5,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305
id_002748,valid,11.5,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615
id_002749,test,NA,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21
id_002750,test,NA,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165
id_002751,train,9.5,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805
id_002752,test,NA,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
id_002753,valid,8.5,M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2
id_002754,train,9.5,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615
id_002755,train,9.5,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
id_002756,train,11.5,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199
id_002757,test,NA,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2
id_002758,train,10.5,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19
id_002759,train,11.5,M,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245
id_002760,valid,9.5,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
id_002761,train,11.5,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225
id_002762,train,11.5,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236
id_002763,train,10.5,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205
id_002764,valid,11.5,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203
id_002765,train,10.5,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435
id_002766,train,12.5,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24
id_002767,train,9.5,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785
id_002768,train,11.5,I,0.56,0.44,0.14,0.825,0.402,0.139,0.245
id_002769,test,NA,I,0.56,0.435,0.135,0.72,0.329,0.103,0.251
id_002770,train,12.5,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29
id_002771,valid,11.5,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
id_002772,train,10.5,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
id_002773,train,11.5,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
id_002774,train,12.5,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25
id_002775,train,10.5,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705
id_002776,train,11.5,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295
id_002777,test,NA,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274
id_002778,train,10.5,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22
id_002779,valid,9.5,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225
id_002780,train,10.5,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
id_002781,train,11.5,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275
id_002782,train,11.5,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278
id_002783,train,9.5,M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28
id_002784,train,12.5,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367
id_002785,valid,10.5,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24
id_002786,test,NA,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315
id_002787,train,11.5,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
id_002788,test,NA,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272
id_002789,train,11.5,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745
id_002790,valid,10.5,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307
id_002791,test,NA,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
id_002792,train,11.5,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295
id_002793,test,NA,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465
id_002794,train,13.5,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34
id_002795,test,NA,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265
id_002796,train,13.5,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115
id_002797,train,11.5,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
id_002798,train,12.5,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346
id_002799,valid,11.5,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
id_002800,train,11.5,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285
id_002801,train,12.5,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875
id_002802,train,11.5,M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
id_002803,train,10.5,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365
id_002804,test,NA,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45
id_002805,valid,10.5,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
id_002806,train,12.5,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
id_002807,train,10.5,F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475
id_002808,train,14.5,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865
id_002809,train,10.5,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
id_002810,train,12.5,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45
id_002811,train,11.5,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404
id_002812,train,10.5,M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
id_002813,test,NA,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155
id_002814,train,5.5,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021
id_002815,train,5.5,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026
id_002816,valid,8.5,I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042
id_002817,valid,7.5,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043
id_002818,valid,8.5,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425
id_002819,train,9.5,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056
id_002820,train,6.5,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
id_002821,train,7.5,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675
id_002822,valid,8.5,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077
id_002823,train,8.5,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095
id_002824,train,8.5,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115
id_002825,train,8.5,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123
id_002826,train,9.5,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405
id_002827,train,10.5,M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535
id_002828,valid,9.5,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
id_002829,train,10.5,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
id_002830,valid,8.5,I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895
id_002831,train,10.5,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
id_002832,valid,8.5,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189
id_002833,valid,10.5,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21
id_002834,valid,10.5,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035
id_002835,train,9.5,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
id_002836,valid,9.5,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25
id_002837,train,10.5,M,0.58,0.445,0.16,0.984,0.49,0.201,0.27
id_002838,train,9.5,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325
id_002839,valid,10.5,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
id_002840,train,11.5,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765
