obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_004022,valid,280200,5732,33.905778,-118.20347,1201,94,5.1,4.29,4.41,6.8,0,5.6,7,1.5,14.4,31.4,25.6,7.7,0,12.5,24.9,52.9,8.6,1.2,60.2,39.8
id_004023,train,293000,6218,33.561178,-116.73503,2809,488,5.6,2.39,2.85,6.9,11.1,14.4,38.3,21.4,4.3,1.5,0,2,0,12.6,37.6,35.5,14.3,0,79.8,20.2
id_004024,valid,408000,5393,33.813271,-118.018289,1717,31,5.2,3.12,3.58,0,0.5,0.9,22.6,8.6,18.6,48.4,0.4,0,2,9.4,18.5,29.1,38.1,2.9,71.9,28.1
id_004025,train,657600,4640,37.772007,-122.269339,2113,203,4.4,2.97,2.05,0,0,0,4.9,5.1,9.3,9.4,10.4,60.9,5.3,27.4,37,17.8,7.6,5,41.6,58.4
id_004026,train,300600,4764,34.17708,-117.301295,1572,32,6.2,3.11,3.59,0.3,2.9,23.9,20.5,17.1,9.7,17.6,5.3,2.9,0,1,13.6,53,28.6,3.9,70.3,29.7
id_004027,test,NA,6485,39.776489,-77.887916,2585,259,6.5,2.65,2.94,7.5,7.5,12.6,7.6,17.7,7,9.1,2.4,28.6,0,1.5,19.5,47.3,22.4,9.4,83.8,16.2
id_004028,test,NA,4088,41.448306,-75.616773,2063,282,5.7,2.51,1.52,3.7,5.3,5.8,6.9,7.8,5,6,10.9,48.6,1.4,9.8,31.3,39.4,13.3,4.8,76.6,23.4
id_004029,train,272100,4283,32.713183,-117.106552,1111,85,4.6,4.74,3.52,0,0,9.5,10,14.2,7.4,36.7,12.6,9.5,0.5,17,34.8,39.3,6.3,2,46.9,53.1
id_004030,train,874500,4295,37.227493,-121.891508,1442,22,7.7,3.11,4.95,0,0.8,2,3.4,58.7,30.9,0.5,0,3.7,0,1.9,0.5,16.8,62.8,18.1,98.5,1.5
id_004031,test,NA,7271,40.313737,-76.082129,2651,102,6.6,2.67,2.71,7.4,25.5,18.6,14.2,11.7,4,1.9,3.1,13.6,1.6,6.1,17.9,41,30.1,3.3,88,12
id_004032,train,590600,6959,33.979907,-117.758381,2213,164,7,3.27,3.44,0,0,63.8,25.4,9,0.7,0.3,0.7,0,0,1.9,12.1,26.3,46.6,13,89.6,10.4
id_004033,valid,181900,6507,37.753861,-121.42122,2200,148,5.1,2.69,3.19,4.8,2.1,9.2,20.9,10.8,21.5,21.1,7.1,2.5,0,1.9,36.2,45.4,12,4.5,61.8,38.2
id_004034,test,NA,2796,40.428012,-80.010133,1696,174,4.8,2.3,1.72,1.1,2.7,5.5,11.3,4.8,3.8,9.9,14.4,46.5,3.1,30.1,35.1,25.7,4.5,1.5,33.4,66.6
id_004035,train,465100,4400,33.971493,-117.901228,1293,105,5.8,3.82,2.83,0.8,0.9,7.8,8.9,17.9,52.1,9,2.6,0,0,1.8,6,48.8,38.2,5.3,87.6,12.4
id_004036,test,NA,1620,40.26804,-76.890658,1260,138,4.2,1.47,1.29,0.6,0,1,6.2,4.7,1.6,1,6.2,78.7,5.2,42.8,24,10.5,15.2,2.4,34.9,65.1
id_004037,test,NA,3297,40.247468,-75.648273,1602,359,4.4,2.76,1.87,0,0,0.4,1.4,2.6,9.4,5.3,6.2,74.7,11.3,37,13,16.9,18.6,3.2,28.5,71.5
id_004038,valid,24000,4319,35.405843,-119.0302,1918,126,4.1,2.52,2.52,2.9,2.9,5.7,11.4,26.1,6.8,26.8,7.4,10,4.7,24.6,43.8,24.5,1.9,0.5,35.9,64.1
id_004039,train,351000,6985,33.898549,-118.073486,1795,61,4.8,3.57,4.88,0,1.7,1.7,5.4,5.8,7.8,35.5,27.7,14.5,3.9,7,27.4,53.1,6.9,1.7,74.2,25.8
id_004040,train,536600,4077,37.564604,-122.046985,1436,0,4.4,2.52,2.81,0,0.8,6,69.4,18.7,3.6,1.5,0,0,0,5.8,57,24.2,13,0,56.1,43.9
id_004041,train,236600,3731,32.592636,-117.043939,1053,58,5.1,3.7,4.63,5.4,2.1,4.7,14,48.4,11.5,11.2,1.2,1.5,0.7,2.9,18.6,68.9,8.5,0.4,60,40
id_004042,valid,432600,4699,33.83837,-118.171189,1920,168,4.8,2.9,2.37,0,0,1.3,14.5,16.5,12.8,13.3,36.2,5.5,11.4,24.6,17.4,41.8,2.7,2.1,38.5,61.5
id_004043,train,497600,4847,33.835429,-117.878471,1796,158,4.1,3.28,2.24,0.4,0,2,24,22.9,25.3,25,0,0.4,7.6,36.1,13.2,14.8,24.3,4,40.5,59.5
id_004044,train,319900,4910,38.326272,-121.9657,1747,14,6,2.92,2.43,1.4,6.8,21.5,63.5,6.8,0,0,0,0,0.4,1.3,8.9,64.6,22.8,2,76.4,23.6
id_004045,valid,602300,4468,38.331483,-122.300396,1956,105,5.4,2.23,2.4,3.4,9.3,25.7,23,25.6,9.4,0.9,0,2.7,3.9,12.9,20.1,38.5,23.2,1.4,54.7,45.3
id_004046,test,NA,3991,40.044594,-75.084271,1467,99,5.9,3.51,2.92,0,0,0,1.3,3.6,7.3,53.4,22.6,11.8,0,18.4,19.8,53.4,8.3,0,51.8,48.2
id_004047,test,NA,2811,40.107106,-75.369667,1005,0,7.6,2.68,1.89,0,4.8,11,7,6.7,28.4,40,1.3,0.9,0,2,1.1,28,65.8,3.2,93.7,6.3
id_004048,train,580100,3613,33.85482,-118.042466,1266,64,6.2,2.95,3.05,0,1.6,3.3,8.7,24.8,58.6,3,0,0,0,4.2,12.3,37.8,36.4,9.2,81.3,18.7
id_004049,test,NA,3071,40.057034,-75.688895,1265,0,7.4,3.02,1.48,10.6,34.4,39.4,6.2,5.4,0,1.7,0,2.4,0,9.8,14.2,34,36.4,5.5,71.2,28.8
id_004050,train,625000,3832,34.142109,-117.661207,1327,39,7.4,2.91,9.7,2.4,0,1.7,35.3,46,13.6,0,0.9,0,0,0,2.7,31.3,54.4,11.6,99.2,0.8
id_004051,test,NA,8303,39.991044,-76.750526,3387,193,6,2.62,2.14,2,19.8,32.4,5.4,2.2,4.5,7.9,9.1,16.9,1.5,4.8,28.4,43.2,17,5,80.9,19.1
id_004052,valid,861700,5621,34.129435,-118.140465,2816,140,5,2.23,1.79,1,5.9,2.5,15.4,12.1,7.5,15.5,7.7,32.3,0.4,22.2,35.1,26.1,10.9,5.3,58,42
id_004053,test,NA,3433,39.913004,-75.283163,1469,142,6.1,2.72,2.33,0,0,1.9,1.3,3.3,7.8,12.9,36.1,36.8,0,5.7,18.4,62.1,8.6,5.2,70.6,29.4
id_004054,test,NA,2257,40.393033,-79.901199,1091,75,5.7,2.48,1.73,0,0,1,6.7,8.2,9.3,18.2,14.8,41.8,0,18.2,26.5,48.2,7.1,0,63.1,36.9
id_004055,test,NA,6907,40.041997,-75.395606,2947,79,6.9,2.81,1.59,1.1,3.5,4.1,7.3,10.6,10.8,12.2,8.4,41.9,0,15.1,17.2,22.4,26,19.3,68.6,31.4
id_004056,train,675800,2430,34.054341,-118.319694,833,0,4.6,3.05,2.51,0,0,12,4.6,3.7,14.6,8.3,16,40.8,2,25,31.7,27.1,7.4,6.7,39.7,60.3
id_004057,train,169400,2109,33.929528,-116.975081,792,84,3.8,2.87,2.84,3.2,0,3.5,20.6,16.9,21.8,17.4,9.7,6.8,4.3,37.4,32.4,23.1,1.3,1.5,24.6,75.4
id_004058,valid,620500,7355,35.294559,-120.677122,3139,375,5,2.48,2.26,1.3,2.8,5.1,12.5,13.9,27.4,24.4,10.3,2.3,3.4,14.7,27.1,39.8,10,5,43.2,56.8
id_004059,train,429000,5216,34.11122,-117.855104,1735,130,5.5,3.29,3.37,0.6,1.8,4,11.4,22.8,39.9,12.7,5.4,1.3,0,0.7,16.7,58.2,22.7,1.8,77.7,22.3
id_004060,test,NA,2036,39.936855,-75.176956,1208,322,5.4,1.86,2.16,3.4,0.3,2.6,7.7,3.4,1.5,12.1,9.5,59.5,7.5,7.5,25.8,44.5,10.9,3.8,50.6,49.4
id_004061,test,NA,1569,40.684896,-80.251913,741,73,5.4,2.39,2.3,0,0,1.9,1.9,3,10.1,18.6,8.8,55.7,2.8,12.4,33.7,37.2,11.2,2.6,63.2,36.8
id_004062,test,NA,2975,41.424596,-75.649521,1043,158,5.7,2.34,2.03,0,2.6,0,0.4,0,1,8.4,11.2,76.4,5.2,11.4,38.2,32.3,11.6,1.3,48.2,51.8
id_004063,valid,490800,2482,34.064136,-117.898997,828,0,6.3,3.08,3.2,0,0,3.5,0.7,4.3,16.1,65.3,9.1,1,0,8.8,1.3,64.6,25.2,0,80.8,19.2
id_004064,valid,501700,4199,34.245913,-118.270994,1578,66,5.4,2.76,2.24,2,0.6,2.3,9.4,7.2,11,50.6,7,9.8,0,3.5,29.2,55.4,9.3,2.6,87.6,12.4
id_004065,valid,361200,5698,34.199633,-118.539827,1669,159,4.8,3.75,3.22,3.6,0,12.6,6.7,10,11.7,37.6,17.2,0.5,4,14.9,33.2,35.8,8.2,4,53.2,46.8
id_004066,train,442400,5095,38.461508,-122.759678,1923,57,5.5,2.53,3.02,7.3,7.2,5.3,33.1,30.9,5.8,6.8,1,2.7,0,14.7,18,45.4,20.7,1.1,55.6,44.4
id_004067,train,278600,2587,39.803383,-123.243562,1135,151,5,2.33,3.1,1.9,5.1,9.6,13.3,27.7,11.6,16.6,3.8,10.5,2.5,15,30.8,40.4,10.7,0.7,69.9,30.1
id_004068,train,722400,4452,34.108019,-118.321835,2941,161,3,1.69,1.53,0.5,0,4.7,8.7,10,14,16.5,9.7,35.9,15.1,49.2,23.7,7.3,3.7,1.1,16.3,83.7
id_004069,valid,636200,5885,38.11645,-122.591928,2279,20,6.3,2.72,2.13,1.1,2.5,5,4.7,27.6,38.1,19.5,1.5,0,0.5,4.5,14.2,40.7,36.9,3.2,76.3,23.7
id_004070,valid,365000,5325,34.221744,-118.989997,3030,241,4.9,1.75,1.82,0,4.5,2.9,21.2,65.7,3.7,1.1,0.4,0.4,1.7,5.1,69.5,20.1,2.6,1,74.5,25.5
id_004071,test,NA,2345,40.698732,-76.506995,1067,160,6.2,2.51,2.31,2.2,2.3,15.3,11.9,11.1,4.9,7.2,4.8,40.3,0.9,3.7,27.4,45,19.6,3.5,84.6,15.4
id_004072,train,463400,3264,34.115641,-118.190107,1064,58,4.1,4.32,2.88,0,2.9,1.4,7.6,4,6.3,24.5,7.7,45.5,2.5,25.6,56.1,8.4,6,1.4,29.4,70.6
id_004073,train,733100,5504,34.153366,-118.462468,3162,211,4,2.14,1.83,0.4,5.5,8.3,36.2,11,9.3,14.8,11.2,3.2,2.9,25.2,53.1,13.7,5.1,0,26.3,73.7
id_004074,valid,620300,2873,34.059197,-118.468903,1776,69,3.9,1.94,1.95,0,0,2.8,18,23.9,28.3,21.4,3.2,2.4,1.9,36,50.9,5.3,1.4,4.6,35.6,64.4
id_004075,train,267500,3971,40.551116,-122.335391,1510,52,5.7,2.98,3.25,3,1.8,9.8,42,20.7,15.4,5.7,0.9,0.8,1.2,2.5,11.3,69.5,12,3.5,71.7,28.3
id_004076,train,272200,2176,35.347521,-119.095776,1083,216,4.1,2.46,1.98,0,0,16.2,76.8,3.6,1.1,0.9,1.4,0,0,26.7,59.2,10.4,1.8,1.8,27.8,72.2
id_004077,train,578100,1281,33.790247,-116.515795,1207,395,4.3,2,1.4,16.1,8.1,4.7,17.6,28.6,11,6.9,4.4,2.6,8,14.2,45.7,21.4,9.7,1.1,33.4,66.6
id_004078,train,413800,4037,33.889472,-118.321993,1465,52,5,2.83,2.74,0,3.7,4.4,0.9,7.5,1.2,29.4,45.9,7,0,13.4,30.2,45.1,11.3,0,75.2,24.8
id_004079,valid,248800,4166,37.986621,-121.815497,1533,105,5.8,3.06,2.59,0.6,0,5.9,15.3,45.3,18.1,12.2,0.6,2,0,9.1,9.3,42.5,36.2,2.9,72.4,27.6
id_004080,valid,481500,4564,37.924961,-122.054941,2716,177,4.1,2.11,1.82,0.9,3,16.6,32.7,21.1,11.5,9.7,2.3,2.2,0,40.8,36.3,13.8,6.4,2.7,41.4,58.6
id_004081,train,965900,2781,37.593849,-122.406614,1043,39,6.2,2.92,2.55,0,2.9,1.7,4.9,13.1,19.9,29,25.5,3,1.2,3.2,13.2,48.3,28.6,5.6,82.9,17.1
id_004082,train,661700,4443,37.764693,-121.90994,1738,102,4,2.86,2.71,51.5,45.4,0,0,2.6,0,0,0,0.5,4.1,34.2,26.4,21.6,12.1,1.6,26.1,73.9
id_004083,valid,172700,3933,38.003941,-121.827392,1652,366,4.1,2.96,3.22,0,1.2,0,32.5,46.3,17.3,2.2,0,0.5,0.7,15.3,62.2,14.5,7.3,0,31.7,68.3
id_004084,train,655700,5919,37.271599,-121.927311,2266,88,5.7,2.84,2.75,0.7,6,3.4,5.6,6.6,31.8,41.9,1.7,2.4,0.6,13.2,19.6,44.5,19.9,2.3,65.9,34.1
id_004085,train,186400,8213,37.116559,-120.269047,3082,366,5,3.31,3.05,4.7,8.2,12,14.4,10,12.7,18,15.2,4.7,2.1,10.2,32.3,46.2,7.4,1.8,39.7,60.3
id_004086,valid,361800,4043,33.939736,-118.047216,945,26,5,4.17,4.88,3.7,3.4,6.7,4.2,17.7,16.8,36,7.9,3.6,2.3,12.2,29.1,39.5,16.9,0,41.1,58.9
id_004087,valid,773200,2263,36.613249,-121.924966,1096,108,4.8,2.23,1.79,0.8,0,2.3,3,25.1,22.1,23.3,12.8,10.7,1.9,13.7,44.2,30.3,7.3,2.6,61.1,38.9
id_004088,train,233700,7395,34.643362,-120.46611300000001,2436,226,4.1,2.87,3.44,2,0.7,5.4,20.3,27.8,16.1,17,4.1,6.6,6,12.5,51.5,26.9,3,0,20,80
id_004089,valid,360300,3789,33.943353,-118.350397,876,18,3.9,4.71,4.33,0,0,2.5,3.7,1.7,14.3,38.2,9.7,29.9,4.3,19.9,49.3,19.7,6.7,0,30.8,69.2
id_004090,test,NA,2539,40.33432,-75.916344,1392,191,3.6,3.01,1.87,0,0,2.5,13.5,10.4,8.5,3.1,6.9,55,18.6,35.3,9.9,12.6,19,4.5,17,83
id_004091,valid,193300,2670,38.255678,-122.041715,962,47,4.4,2.7,3.38,1.1,1.4,0,8.9,18.4,8.5,46.6,7.9,7.2,0,15.1,39.1,34.5,8,3.3,39.3,60.7
id_004092,train,203600,3287,33.741307,-117.933103,824,15,4.6,4.38,4.17,0,1.9,4.1,13.3,37.3,17.6,13.5,6.7,5.6,0,4.4,54.9,30.7,8.7,1.3,50.8,49.2
id_004093,test,NA,2418,40.997435,-76.447841,1300,162,5.7,2.23,2.45,0,1.7,11.8,13.7,4,6.1,16.7,7.1,38.9,0,6.9,32.4,47.2,13.1,0.5,52.5,47.5
id_004094,train,174100,5699,36.308491,-119.663774,1562,65,5.3,3.83,3.98,3.3,6.2,40.1,15.3,15.9,14,2.2,1.4,1.6,1,0,7,75.7,16.3,0,67.9,32.1
id_004095,valid,587900,4083,37.388619,-121.947238,1015,0,5.8,3.63,3.62,0,0,0,11.2,10.6,69.2,6,3,0,0,0.8,20.7,44.3,29.1,5.1,72.9,27.1
id_004096,valid,237200,7444,34.784223,-117.249988,3362,933,5.6,2.3,3.46,8,14.5,18.3,34.7,14.4,6.7,1.8,0,1.6,0.8,3,26.5,48.4,17,4.3,80.6,19.4
id_004097,test,NA,4747,40.386673,-77.032645,2100,127,5.6,2.47,1.97,2.1,5.4,6.3,11.5,14.2,10.7,13.3,4.3,32.2,0,8.1,36,44.6,9.3,2.1,70.9,29.1
id_004098,train,775800,4632,33.876453,-118.374926,1956,211,5.1,2.51,2.31,2.9,7.3,13.4,18.8,14.3,15.7,18.8,4.8,4.1,0,11,33.3,26.2,28.5,1,59.2,40.8
id_004099,valid,281100,5308,38.147503,-122.228784,1791,311,6.1,3.2,4.15,0.4,0,17,34.8,7.6,17,17.1,3.6,2.4,0,0.9,6.4,52.1,38.7,1.8,81.1,18.9
id_004100,test,NA,5276,41.20994,-79.380588,2163,408,5,2.12,2.07,0,4.5,9.1,9.7,14.2,13.7,21.1,7.3,20.5,6.9,17.6,33.3,31.9,6.9,3.3,38.9,61.1
id_004101,test,NA,3806,40.009476,-79.590968,1864,320,5.8,2.64,2.66,0.5,0.9,4.2,0.8,8.1,6.8,17.3,12.7,48.6,0.4,8.3,28.6,46.2,12.2,4.2,58.2,41.8
id_004102,train,315800,4594,34.204767,-118.57019,1698,114,4.3,3.23,2.7,0,3.4,3.5,6.4,41.3,14.9,26.1,4.4,0,4.7,22.4,33.3,34.1,5.5,0,53.3,46.7
id_004103,test,NA,5407,40.254014,-75.328286,2479,163,5.6,2.53,1.8,0.6,7.2,36.5,16.5,28.2,5,2,0.7,3.3,0,10.9,36.8,31.6,19.7,1,65.5,34.5
id_004104,train,240000,5331,39.724537,-121.587393,2500,151,5.4,2.21,2.19,3.6,4.1,17.7,22.7,20.4,13.8,7.6,5.8,4.2,3.2,8.8,40.7,34.1,12,1.2,81.5,18.5
id_004105,valid,155800,3866,38.680689,-121.353925,1575,82,5,2.25,2.91,1,2.9,5.5,5.4,62.9,18.9,2.8,0.6,0,0.8,1.9,29.4,55.5,12.4,0,75.1,24.9
id_004106,valid,569200,4526,33.792307,-118.020191,1380,0,6.2,3.33,3.52,0.7,0.9,0.7,0.5,36.8,48.6,11.2,0.7,0,0,0,0.7,54.3,35.4,9.6,86.8,13.2
id_004107,train,711700,3341,36.969726,-122.041234,1399,154,5.4,2.62,2.82,2.3,0,2.3,1.1,4.9,7.4,18.4,12.7,50.9,1.8,13.6,28.7,32.3,19.7,3.9,60.4,39.6
id_004108,test,NA,6625,40.57863,-75.46312,2725,192,4.8,2.54,2.79,0.7,1.6,4.7,14.4,15.1,17.4,32.6,3.7,9.8,1.7,27,27.7,34.1,8.8,0.7,46.1,53.9
id_004109,train,494100,4279,34.228692,-118.479584,1361,58,6.2,3.45,2.38,0,0.4,5.8,10.4,8.4,28.8,37.2,4.2,4.8,1.4,10.1,10.7,54,19,4.7,78.7,21.3
id_004110,test,NA,2888,40.686714,-80.063331,1164,36,6.5,2.56,2.19,6.7,27.6,42.7,18.6,4,0,0,0,0.4,0.5,2.7,35.9,25,33.3,2.6,75.1,24.9
id_004111,test,NA,2876,40.621302,-75.377416,1681,151,3.5,2.1,1.33,0.4,1.7,6.5,3.6,17.6,4,7.4,5.5,53.2,7.5,55,13.4,11.4,5.2,7.4,22.9,77.1
id_004112,train,585700,6194,37.003788,-121.593143,2263,224,6.3,2.88,2.29,14.6,27.3,4.6,10.7,30.6,8.5,3.3,0.3,0,3,14.2,8.9,29.2,28,16.7,67,33
id_004113,valid,325700,5319,32.762958,-117.119276,2862,123,3.7,2.35,2.19,2.3,1.7,5.8,14.7,22.6,16.4,11.4,7.1,18.1,5.7,41.9,44.1,7.2,1.1,0,19.1,80.9
id_004114,train,134600,3365,33.815997,-118.218302,1276,96,4.2,3,2.55,0,0,2,0,51.2,18.3,13.2,13.9,1.4,5,27.9,38.1,24.1,4.9,0,26.5,73.5
id_004115,valid,325500,3791,34.046493,-118.248917,2378,498,1.4,1.27,1.27,3.2,2.5,1.4,0,0.6,10.2,4.7,2.6,74.9,75.9,17.6,5.3,0,0.6,0.6,9.6,90.4
id_004116,train,471900,3648,34.21387,-118.344154,1309,0,5,2.58,2,0,3.1,0,3.5,50.3,12.2,28.4,0.9,1.5,0,0,42.1,49.4,8.5,0,76.6,23.4
id_004117,valid,383400,3995,33.765791,-118.171352,2974,418,3.6,1.37,1.54,0,4.8,0.5,6.5,18,18.1,13.4,7.9,30.7,10.9,48.7,31.9,7,1.5,0,19.1,80.9
id_004118,train,705500,4668,37.675984,-121.741825,1757,25,6.2,2.73,2.33,6.3,15.8,12,12.6,15.2,16,13.4,1.9,6.9,0,16.6,16.3,27.9,27.5,11.6,63.3,36.7
id_004119,train,553400,2165,38.29747,-122.327902,898,31,5.4,1.98,2.15,1.3,1.6,1.6,21.7,36.2,7.9,13,11.6,5.1,1.6,17.8,23.1,26.2,29,2.4,57.2,42.8
id_004120,train,745700,3934,37.78796,-122.429533,2594,259,3.4,1.76,1.46,0,1.3,10.6,6.3,16.1,5.9,7.4,4.4,48,20,44,21.5,7.2,3.9,3.5,23.5,76.5
id_004121,valid,244400,4867,33.884925,-118.223373,1203,73,4.7,4.32,4.49,0,0,4.9,2.3,15.7,12.7,30.5,20.2,13.6,2.9,12.7,43.7,30.6,8.1,2,41.2,58.8
id_004122,train,887500,5232,34.092692,-118.353463,3434,114,3.2,2.51,1.67,1.5,0,2.8,4.8,6.8,22.4,18.2,11.6,31.9,6.3,52.9,37.9,2.6,0,0.3,5.4,94.6
id_004123,test,NA,4293,40.01691,-75.86732,1738,6,6.9,2.42,2.77,13.1,10.8,13,4.4,27.1,11.5,5.3,5.6,9.2,0,1,10.2,48.3,35.9,4.5,86,14
id_004124,test,NA,2106,41.450763,-78.529314,971,91,5.9,2.31,2.61,2.7,6.8,13.3,5.3,18.3,2.8,13.9,8.5,28.4,0,11.8,22.5,50.9,13.8,1,66.8,33.2
id_004125,test,NA,5935,39.917227,-77.781505,2437,180,6.2,2.65,2.44,2.1,6.9,9,10.2,21.2,10.6,11.9,6.7,21.5,0.5,3,24.7,49.6,17.8,4.3,89.1,10.9
id_004126,train,645500,3460,33.673363,-117.808334,1341,0,5.6,2.55,3.03,0,1.3,5.6,70.9,20.9,0,0,0,1.3,1,2.9,34.7,40.9,18.7,1.7,67.8,32.2
id_004127,train,156500,7090,36.072838,-119.061767,2408,143,5.4,3.03,3.72,0,0.7,21.8,29,31.9,8.2,5.6,0.7,2.1,0,6,12.7,68.7,11.1,1.5,65.7,34.3
id_004128,test,NA,5056,40.218986,-75.677877,2041,54,7.3,2.72,2.17,3.2,5.2,12.1,12.1,28.8,12.1,15.2,2.4,9,0,2.7,19.1,36.9,31.2,10.1,89.6,10.4
id_004129,train,300000,4078,33.988706,-118.219639,1132,38,3.4,4.68,3.6,0,0.8,3,28.7,11.8,17,3,10,25.7,18,26.1,19.8,33.2,2.9,0,37.8,62.2
id_004130,valid,389400,2642,32.86699,-117.235272,1524,169,3.8,1.79,2.24,0,6,15.2,25.5,49.9,0.9,0.7,0,1.9,3.8,33.5,50.1,8.7,3.9,0,24.1,75.9
id_004131,valid,138900,3511,34.454816,-117.382759,1191,128,6.1,3,4.1,19.1,8.9,14.1,54.7,0.9,2.4,0,0,0,2.4,10.2,12.9,34.8,35.3,4.5,81.3,18.7
id_004132,train,317200,4726,34.071459,-118.017975,1360,26,4,4.5,3.11,0,0,19.7,36.3,20.9,8.3,14.9,0,0,9.3,27.4,32.6,22.1,7.6,1.2,27.7,72.3
id_004133,train,787700,2878,33.640572,-116.255363,3741,2354,5.9,1.95,2.75,10,43.9,24.9,20.4,0.5,0,0,0.4,0,1.5,0.5,20.2,52.6,22.9,2.3,92.5,7.5
id_004134,valid,391400,17679,32.58031,-116.998563,3682,115,5.8,3.78,3,11.7,76.8,10.7,0.7,0,0,0,0,0,8.4,4.9,18.8,17.7,32.3,17.8,67.4,32.6
id_004135,test,NA,2531,39.891648000000004,-75.472914,1219,81,5.5,2.28,1.95,1.6,2.1,23.6,33.1,28.5,1.1,1.1,1.1,7.9,0,8.9,44.5,30.2,11.7,4.7,72.8,27.2
id_004136,train,360700,5431,33.909905,-118.187208,1194,68,4.8,4.49,4.71,3.8,2.8,1.7,0.8,0,19.3,21.9,43.2,6.6,8.5,3.9,35.6,39.3,10.7,2.1,64.3,35.7
id_004137,train,777300,4196,37.751752,-122.422765,2236,114,4.2,1.86,2.08,0,0.5,4.7,2.8,3.4,5,7.9,3.4,72.3,12.4,28.6,34.5,16.6,5.4,2.5,34.6,65.4
id_004138,train,451500,6328,33.629262,-117.680576,2173,115,5.2,2.66,3.68,1.5,0,0.8,15.5,75.7,5.2,1.3,0,0,2.9,7.8,34.4,32.3,22.5,0.2,62,38
id_004139,valid,281500,3128,38.092955,-122.202616,1242,113,6.1,2.76,2.89,0,2.1,3.3,24.6,29.5,28.3,12.2,0,0,0,4.4,11.8,47.3,33.1,3.3,77.2,22.8
id_004140,train,353400,3945,32.744949,-117.089326,1175,110,4.1,2.94,3.1,0.9,0,4.3,27.8,6.5,9.3,19.3,12.2,19.7,6.8,19.7,51,21.5,1,0,33.3,66.7
id_004141,train,130400,6983,36.338161,-119.299883,2139,307,4.2,3.15,3.55,0.3,0.7,0,7.6,23.9,9.2,20.2,16.7,21.4,3.3,16.1,49.5,24.5,5.8,0.8,36.4,63.6
id_004142,train,313100,4595,32.56017,-117.071884,1226,85,5.3,3.53,4.26,0,1.6,7.4,48.1,41,0.9,0.9,0,0,4.5,2.9,16.7,40.9,20,15,62.5,37.5
id_004143,train,687500,2209,34.168225,-118.272866,746,11,6,2.74,2.26,0,0,1.5,3.6,4.2,3.4,8,9.2,70.1,1.5,9.2,12.6,62.2,12.1,2.4,80.8,19.2
id_004144,test,NA,2848,40.453652,-80.075379,1354,244,5.6,2.19,2.43,1.4,0.9,9.3,6.2,10,12.9,20.5,8.6,30.3,0.9,8.2,34.4,45.8,8.9,1.8,73.4,26.6
id_004145,valid,492100,2699,33.864307,-118.12936,903,81,5.5,3.28,3.65,0,0,0,0,2.1,11.5,18.5,64.6,3.3,0,10.2,20.2,55.9,12,1.8,83.3,16.7
id_004146,test,NA,2061,39.97618,-75.176991,1198,404,5.1,1.66,2.86,0.7,0.9,2.8,8.8,0.8,5.6,12.8,8.9,58.8,0.3,18.9,21.4,47.1,7.8,4.7,45.5,54.5
id_004147,train,426900,6547,33.917371,-118.148241,1777,59,4.7,4,3.96,0,1.2,1.5,6.1,4.3,19.2,34.2,26.7,6.8,1.2,9.1,40.6,37.6,8.3,3.3,55.6,44.4
id_004148,train,490900,5366,37.77982,-122.429752,2937,308,3.3,1.72,1.76,0.5,5.8,13.2,25.8,17.3,10.9,8.2,4,14.2,17.2,45.4,19.2,16.4,1.8,0,8.1,91.9
id_004149,train,515700,6643,33.848287,-117.735317,2467,33,5.9,2.62,3.87,6.3,9.3,63.3,7.3,13.8,0,0,0,0,0,0,29.6,40.6,18.7,11,91.5,8.5
id_004150,test,NA,5449,40.300799,-78.956553,2391,153,6.2,2.42,1.72,0,4.3,4.2,2.7,10.2,9.8,34.2,16.1,18.5,0,4.9,29.7,52,11.8,1.6,78.6,21.4
id_004151,train,615200,5461,37.241084,-121.844472,1733,60,6.6,3.55,2.96,0,0.6,0,9.9,36.1,44.9,5,3.1,0.5,0,0.6,11.3,39.1,41.7,7.3,79.8,20.2
id_004152,train,275000,2499,36.234389,-119.420375,694,64,5.9,3.18,3.67,5,4.2,8.1,8.8,21.5,16.6,12.4,11.2,12.2,0,2.6,20.2,62.4,13.1,1.7,63.2,36.8
id_004153,test,NA,1636,40.288487,-78.918309,834,74,6.2,2.26,2.01,1,0,0,0.5,2.9,12.6,13.7,22.8,46.6,0,4.6,28.5,55.5,8.5,2.9,67.6,32.4
id_004154,valid,660300,4590,33.83188,-118.367337,1644,49,5.7,3.05,3.07,0,2.9,0.9,4.9,2.8,4,78.8,5.2,0.6,0,1.3,13,60.9,19.7,5,87,13
id_004155,test,NA,6111,39.881287,-76.496082,2433,171,6.6,2.67,3.11,1.8,11.1,19.7,14.7,18,6.3,7.9,1.5,18.8,0,2.1,15.5,50.7,26.9,4.8,90.4,9.6
id_004156,test,NA,4196,40.872041,-78.951894,1795,358,6,2.63,2.61,1.9,2.5,11.4,10.3,19.2,6.7,5.7,6.2,36.1,1.3,7.6,21.2,49.7,16.8,3.4,83.5,16.5
